scan	spectrum_id	collision_energy	Adduct	Compound_Source	Compound_Name	Precursor_MZ	ExactMass	Charge	Ion_Mode	Smiles	INCHI	InChIKey_smiles	GNPS_library_membership	InChIKey_smiles_firstBlock	matched_pesticide_names	match_method
782154	MSBNK-LCSB-LU091103	45.0	[M+H]1+		Ipconazole	334.1681	333.16079006800004	1	positive	CC(C)C1CCC(Cc2ccc(Cl)cc2)C1(O)Cn1cncn1	InChI=1S/C18H24ClN3O/c1-13(2)17-8-5-15(9-14-3-6-16(19)7-4-14)18(17,23)10-22-12-20-11-21-22/h3-4,6-7,11-13,15,17,23H,5,8-10H2,1-2H3	QTYCMDBMOLSEAM-UHFFFAOYSA-N	MassBank_ML_Export	QTYCMDBMOLSEAM	Ipconazole	inchikey_firstblock
782155	MSBNK-LCSB-LU091104	60.0	[M+H]1+		Ipconazole	334.1681	333.16079006800004	1	positive	CC(C)C1CCC(Cc2ccc(Cl)cc2)C1(O)Cn1cncn1	InChI=1S/C18H24ClN3O/c1-13(2)17-8-5-15(9-14-3-6-16(19)7-4-14)18(17,23)10-22-12-20-11-21-22/h3-4,6-7,11-13,15,17,23H,5,8-10H2,1-2H3	QTYCMDBMOLSEAM-UHFFFAOYSA-N	MassBank_ML_Export	QTYCMDBMOLSEAM	Ipconazole	inchikey_firstblock
782156	MSBNK-LCSB-LU091105	75.0	[M+H]1+		Ipconazole	334.1681	333.16079006800004	1	positive	CC(C)C1CCC(Cc2ccc(Cl)cc2)C1(O)Cn1cncn1	InChI=1S/C18H24ClN3O/c1-13(2)17-8-5-15(9-14-3-6-16(19)7-4-14)18(17,23)10-22-12-20-11-21-22/h3-4,6-7,11-13,15,17,23H,5,8-10H2,1-2H3	QTYCMDBMOLSEAM-UHFFFAOYSA-N	MassBank_ML_Export	QTYCMDBMOLSEAM	Ipconazole	inchikey_firstblock
782157	MSBNK-LCSB-LU091106	90.0	[M+H]1+		Ipconazole	334.1681	333.16079006800004	1	positive	CC(C)C1CCC(Cc2ccc(Cl)cc2)C1(O)Cn1cncn1	InChI=1S/C18H24ClN3O/c1-13(2)17-8-5-15(9-14-3-6-16(19)7-4-14)18(17,23)10-22-12-20-11-21-22/h3-4,6-7,11-13,15,17,23H,5,8-10H2,1-2H3	QTYCMDBMOLSEAM-UHFFFAOYSA-N	MassBank_ML_Export	QTYCMDBMOLSEAM	Ipconazole	inchikey_firstblock
782164	MSBNK-LCSB-LU091301	15.0	[M+H]1+		Chloroxuron	291.0895	290.0822054	1	positive	CN(C)C(=O)Nc1ccc(Oc2ccc(Cl)cc2)cc1	InChI=1S/C15H15ClN2O2/c1-18(2)15(19)17-12-5-9-14(10-6-12)20-13-7-3-11(16)4-8-13/h3-10H,1-2H3,(H,17,19)	IVUXTESCPZUGJC-UHFFFAOYSA-N	MassBank_ML_Export	IVUXTESCPZUGJC	Chloroxuron	inchikey_firstblock
782165	MSBNK-LCSB-LU091302	30.0	[M+H]1+		Chloroxuron	291.0895	290.0822054	1	positive	CN(C)C(=O)Nc1ccc(Oc2ccc(Cl)cc2)cc1	InChI=1S/C15H15ClN2O2/c1-18(2)15(19)17-12-5-9-14(10-6-12)20-13-7-3-11(16)4-8-13/h3-10H,1-2H3,(H,17,19)	IVUXTESCPZUGJC-UHFFFAOYSA-N	MassBank_ML_Export	IVUXTESCPZUGJC	Chloroxuron	inchikey_firstblock
782166	MSBNK-LCSB-LU091303	45.0	[M+H]1+		Chloroxuron	291.0895	290.0822054	1	positive	CN(C)C(=O)Nc1ccc(Oc2ccc(Cl)cc2)cc1	InChI=1S/C15H15ClN2O2/c1-18(2)15(19)17-12-5-9-14(10-6-12)20-13-7-3-11(16)4-8-13/h3-10H,1-2H3,(H,17,19)	IVUXTESCPZUGJC-UHFFFAOYSA-N	MassBank_ML_Export	IVUXTESCPZUGJC	Chloroxuron	inchikey_firstblock
782167	MSBNK-LCSB-LU091304	60.0	[M+H]1+		Chloroxuron	291.0895	290.0822054	1	positive	CN(C)C(=O)Nc1ccc(Oc2ccc(Cl)cc2)cc1	InChI=1S/C15H15ClN2O2/c1-18(2)15(19)17-12-5-9-14(10-6-12)20-13-7-3-11(16)4-8-13/h3-10H,1-2H3,(H,17,19)	IVUXTESCPZUGJC-UHFFFAOYSA-N	MassBank_ML_Export	IVUXTESCPZUGJC	Chloroxuron	inchikey_firstblock
782168	MSBNK-LCSB-LU091305	75.0	[M+H]1+		Chloroxuron	291.0895	290.0822054	1	positive	CN(C)C(=O)Nc1ccc(Oc2ccc(Cl)cc2)cc1	InChI=1S/C15H15ClN2O2/c1-18(2)15(19)17-12-5-9-14(10-6-12)20-13-7-3-11(16)4-8-13/h3-10H,1-2H3,(H,17,19)	IVUXTESCPZUGJC-UHFFFAOYSA-N	MassBank_ML_Export	IVUXTESCPZUGJC	Chloroxuron	inchikey_firstblock
782169	MSBNK-LCSB-LU091306	90.0	[M+H]1+		Chloroxuron	291.0895	290.0822054	1	positive	CN(C)C(=O)Nc1ccc(Oc2ccc(Cl)cc2)cc1	InChI=1S/C15H15ClN2O2/c1-18(2)15(19)17-12-5-9-14(10-6-12)20-13-7-3-11(16)4-8-13/h3-10H,1-2H3,(H,17,19)	IVUXTESCPZUGJC-UHFFFAOYSA-N	MassBank_ML_Export	IVUXTESCPZUGJC	Chloroxuron	inchikey_firstblock
782170	MSBNK-LCSB-LU091351	15.0	[M-H]1-		Chloroxuron	289.0749	290.0822054	-1	negative	CN(C)C(=O)Nc1ccc(Oc2ccc(Cl)cc2)cc1	InChI=1S/C15H15ClN2O2/c1-18(2)15(19)17-12-5-9-14(10-6-12)20-13-7-3-11(16)4-8-13/h3-10H,1-2H3,(H,17,19)	IVUXTESCPZUGJC-UHFFFAOYSA-N	MassBank_ML_Export	IVUXTESCPZUGJC	Chloroxuron	inchikey_firstblock
782171	MSBNK-LCSB-LU091352	30.0	[M-H]1-		Chloroxuron	289.0749	290.0822054	-1	negative	CN(C)C(=O)Nc1ccc(Oc2ccc(Cl)cc2)cc1	InChI=1S/C15H15ClN2O2/c1-18(2)15(19)17-12-5-9-14(10-6-12)20-13-7-3-11(16)4-8-13/h3-10H,1-2H3,(H,17,19)	IVUXTESCPZUGJC-UHFFFAOYSA-N	MassBank_ML_Export	IVUXTESCPZUGJC	Chloroxuron	inchikey_firstblock
782172	MSBNK-LCSB-LU091353	45.0	[M-H]1-		Chloroxuron	289.0749	290.0822054	-1	negative	CN(C)C(=O)Nc1ccc(Oc2ccc(Cl)cc2)cc1	InChI=1S/C15H15ClN2O2/c1-18(2)15(19)17-12-5-9-14(10-6-12)20-13-7-3-11(16)4-8-13/h3-10H,1-2H3,(H,17,19)	IVUXTESCPZUGJC-UHFFFAOYSA-N	MassBank_ML_Export	IVUXTESCPZUGJC	Chloroxuron	inchikey_firstblock
782173	MSBNK-LCSB-LU091354	60.0	[M-H]1-		Chloroxuron	289.0749	290.0822054	-1	negative	CN(C)C(=O)Nc1ccc(Oc2ccc(Cl)cc2)cc1	InChI=1S/C15H15ClN2O2/c1-18(2)15(19)17-12-5-9-14(10-6-12)20-13-7-3-11(16)4-8-13/h3-10H,1-2H3,(H,17,19)	IVUXTESCPZUGJC-UHFFFAOYSA-N	MassBank_ML_Export	IVUXTESCPZUGJC	Chloroxuron	inchikey_firstblock
782174	MSBNK-LCSB-LU091355	75.0	[M-H]1-		Chloroxuron	289.0749	290.0822054	-1	negative	CN(C)C(=O)Nc1ccc(Oc2ccc(Cl)cc2)cc1	InChI=1S/C15H15ClN2O2/c1-18(2)15(19)17-12-5-9-14(10-6-12)20-13-7-3-11(16)4-8-13/h3-10H,1-2H3,(H,17,19)	IVUXTESCPZUGJC-UHFFFAOYSA-N	MassBank_ML_Export	IVUXTESCPZUGJC	Chloroxuron	inchikey_firstblock
782175	MSBNK-LCSB-LU091356	90.0	[M-H]1-		Chloroxuron	289.0749	290.0822054	-1	negative	CN(C)C(=O)Nc1ccc(Oc2ccc(Cl)cc2)cc1	InChI=1S/C15H15ClN2O2/c1-18(2)15(19)17-12-5-9-14(10-6-12)20-13-7-3-11(16)4-8-13/h3-10H,1-2H3,(H,17,19)	IVUXTESCPZUGJC-UHFFFAOYSA-N	MassBank_ML_Export	IVUXTESCPZUGJC	Chloroxuron	inchikey_firstblock
782196	MSBNK-LCSB-LU092101	15.0	[M+H]1+		Fluometuron	233.0896	232.082347632	1	positive	CN(C)C(=O)Nc1cccc(C(F)(F)F)c1	InChI=1S/C10H11F3N2O/c1-15(2)9(16)14-8-5-3-4-7(6-8)10(11,12)13/h3-6H,1-2H3,(H,14,16)	RZILCCPWPBTYDO-UHFFFAOYSA-N	MassBank_ML_Export	RZILCCPWPBTYDO	Fluometuron	inchikey_firstblock
782197	MSBNK-LCSB-LU092102	30.0	[M+H]1+		Fluometuron	233.0896	232.082347632	1	positive	CN(C)C(=O)Nc1cccc(C(F)(F)F)c1	InChI=1S/C10H11F3N2O/c1-15(2)9(16)14-8-5-3-4-7(6-8)10(11,12)13/h3-6H,1-2H3,(H,14,16)	RZILCCPWPBTYDO-UHFFFAOYSA-N	MassBank_ML_Export	RZILCCPWPBTYDO	Fluometuron	inchikey_firstblock
782198	MSBNK-LCSB-LU092103	45.0	[M+H]1+		Fluometuron	233.0896	232.082347632	1	positive	CN(C)C(=O)Nc1cccc(C(F)(F)F)c1	InChI=1S/C10H11F3N2O/c1-15(2)9(16)14-8-5-3-4-7(6-8)10(11,12)13/h3-6H,1-2H3,(H,14,16)	RZILCCPWPBTYDO-UHFFFAOYSA-N	MassBank_ML_Export	RZILCCPWPBTYDO	Fluometuron	inchikey_firstblock
782199	MSBNK-LCSB-LU092104	60.0	[M+H]1+		Fluometuron	233.0896	232.082347632	1	positive	CN(C)C(=O)Nc1cccc(C(F)(F)F)c1	InChI=1S/C10H11F3N2O/c1-15(2)9(16)14-8-5-3-4-7(6-8)10(11,12)13/h3-6H,1-2H3,(H,14,16)	RZILCCPWPBTYDO-UHFFFAOYSA-N	MassBank_ML_Export	RZILCCPWPBTYDO	Fluometuron	inchikey_firstblock
782200	MSBNK-LCSB-LU092105	75.0	[M+H]1+		Fluometuron	233.0896	232.082347632	1	positive	CN(C)C(=O)Nc1cccc(C(F)(F)F)c1	InChI=1S/C10H11F3N2O/c1-15(2)9(16)14-8-5-3-4-7(6-8)10(11,12)13/h3-6H,1-2H3,(H,14,16)	RZILCCPWPBTYDO-UHFFFAOYSA-N	MassBank_ML_Export	RZILCCPWPBTYDO	Fluometuron	inchikey_firstblock
782201	MSBNK-Athens_Univ-AU341053	30.0	[M-H]1-		Diuron	231.0097	232.0170183	-1	negative	CN(C)C(=O)Nc1ccc(Cl)c(Cl)c1	InChI=1S/C9H10Cl2N2O/c1-13(2)9(14)12-6-3-4-7(10)8(11)5-6/h3-5H,1-2H3,(H,12,14)	XMTQQYYKAHVGBJ-UHFFFAOYSA-N	MassBank_ML_Export	XMTQQYYKAHVGBJ	Diuron	inchikey_firstblock
782202	MSBNK-Athens_Univ-AU341054	40.0	[M-H]1-		Diuron	231.0097	232.0170183	-1	negative	CN(C)C(=O)Nc1ccc(Cl)c(Cl)c1	InChI=1S/C9H10Cl2N2O/c1-13(2)9(14)12-6-3-4-7(10)8(11)5-6/h3-5H,1-2H3,(H,12,14)	XMTQQYYKAHVGBJ-UHFFFAOYSA-N	MassBank_ML_Export	XMTQQYYKAHVGBJ	Diuron	inchikey_firstblock
782208	MSBNK-Athens_Univ-AU351801	10.0	[M+H]1+		Isoproturon	207.1492	206.141913196	1	positive	CC(C)c1ccc(NC(=O)N(C)C)cc1	InChI=1S/C12H18N2O/c1-9(2)10-5-7-11(8-6-10)13-12(15)14(3)4/h5-9H,1-4H3,(H,13,15)	PUIYMUZLKQOUOZ-UHFFFAOYSA-N	MassBank_ML_Export	PUIYMUZLKQOUOZ	Isoproturon	inchikey_firstblock
782209	MSBNK-Athens_Univ-AU351802	20.0	[M+H]1+		Isoproturon	207.1492	206.141913196	1	positive	CC(C)c1ccc(NC(=O)N(C)C)cc1	InChI=1S/C12H18N2O/c1-9(2)10-5-7-11(8-6-10)13-12(15)14(3)4/h5-9H,1-4H3,(H,13,15)	PUIYMUZLKQOUOZ-UHFFFAOYSA-N	MassBank_ML_Export	PUIYMUZLKQOUOZ	Isoproturon	inchikey_firstblock
782210	MSBNK-Athens_Univ-AU351803	30.0	[M+H]1+		Isoproturon	207.1492	206.141913196	1	positive	CC(C)c1ccc(NC(=O)N(C)C)cc1	InChI=1S/C12H18N2O/c1-9(2)10-5-7-11(8-6-10)13-12(15)14(3)4/h5-9H,1-4H3,(H,13,15)	PUIYMUZLKQOUOZ-UHFFFAOYSA-N	MassBank_ML_Export	PUIYMUZLKQOUOZ	Isoproturon	inchikey_firstblock
782211	MSBNK-Athens_Univ-AU351804	40.0	[M+H]1+		Isoproturon	207.1492	206.141913196	1	positive	CC(C)c1ccc(NC(=O)N(C)C)cc1	InChI=1S/C12H18N2O/c1-9(2)10-5-7-11(8-6-10)13-12(15)14(3)4/h5-9H,1-4H3,(H,13,15)	PUIYMUZLKQOUOZ-UHFFFAOYSA-N	MassBank_ML_Export	PUIYMUZLKQOUOZ	Isoproturon	inchikey_firstblock
782212	MSBNK-Athens_Univ-AU351805	50.0	[M+H]1+		Isoproturon	207.1492	206.141913196	1	positive	CC(C)c1ccc(NC(=O)N(C)C)cc1	InChI=1S/C12H18N2O/c1-9(2)10-5-7-11(8-6-10)13-12(15)14(3)4/h5-9H,1-4H3,(H,13,15)	PUIYMUZLKQOUOZ-UHFFFAOYSA-N	MassBank_ML_Export	PUIYMUZLKQOUOZ	Isoproturon	inchikey_firstblock
782213	MSBNK-LCSB-LU092106	90.0	[M+H]1+		Fluometuron	233.0896	232.082347632	1	positive	CN(C)C(=O)Nc1cccc(C(F)(F)F)c1	InChI=1S/C10H11F3N2O/c1-15(2)9(16)14-8-5-3-4-7(6-8)10(11,12)13/h3-6H,1-2H3,(H,14,16)	RZILCCPWPBTYDO-UHFFFAOYSA-N	MassBank_ML_Export	RZILCCPWPBTYDO	Fluometuron	inchikey_firstblock
782214	MSBNK-LCSB-LU092151	15.0	[M-H]1-		Fluometuron	231.0751	232.082347632	-1	negative	CN(C)C(=O)Nc1cccc(C(F)(F)F)c1	InChI=1S/C10H11F3N2O/c1-15(2)9(16)14-8-5-3-4-7(6-8)10(11,12)13/h3-6H,1-2H3,(H,14,16)	RZILCCPWPBTYDO-UHFFFAOYSA-N	MassBank_ML_Export	RZILCCPWPBTYDO	Fluometuron	inchikey_firstblock
782215	MSBNK-LCSB-LU092152	30.0	[M-H]1-		Fluometuron	231.0751	232.082347632	-1	negative	CN(C)C(=O)Nc1cccc(C(F)(F)F)c1	InChI=1S/C10H11F3N2O/c1-15(2)9(16)14-8-5-3-4-7(6-8)10(11,12)13/h3-6H,1-2H3,(H,14,16)	RZILCCPWPBTYDO-UHFFFAOYSA-N	MassBank_ML_Export	RZILCCPWPBTYDO	Fluometuron	inchikey_firstblock
782216	MSBNK-LCSB-LU092153	45.0	[M-H]1-		Fluometuron	231.0751	232.082347632	-1	negative	CN(C)C(=O)Nc1cccc(C(F)(F)F)c1	InChI=1S/C10H11F3N2O/c1-15(2)9(16)14-8-5-3-4-7(6-8)10(11,12)13/h3-6H,1-2H3,(H,14,16)	RZILCCPWPBTYDO-UHFFFAOYSA-N	MassBank_ML_Export	RZILCCPWPBTYDO	Fluometuron	inchikey_firstblock
782217	MSBNK-LCSB-LU092154	60.0	[M-H]1-		Fluometuron	231.0751	232.082347632	-1	negative	CN(C)C(=O)Nc1cccc(C(F)(F)F)c1	InChI=1S/C10H11F3N2O/c1-15(2)9(16)14-8-5-3-4-7(6-8)10(11,12)13/h3-6H,1-2H3,(H,14,16)	RZILCCPWPBTYDO-UHFFFAOYSA-N	MassBank_ML_Export	RZILCCPWPBTYDO	Fluometuron	inchikey_firstblock
782218	MSBNK-LCSB-LU092155	75.0	[M-H]1-		Fluometuron	231.0751	232.082347632	-1	negative	CN(C)C(=O)Nc1cccc(C(F)(F)F)c1	InChI=1S/C10H11F3N2O/c1-15(2)9(16)14-8-5-3-4-7(6-8)10(11,12)13/h3-6H,1-2H3,(H,14,16)	RZILCCPWPBTYDO-UHFFFAOYSA-N	MassBank_ML_Export	RZILCCPWPBTYDO	Fluometuron	inchikey_firstblock
782219	MSBNK-LCSB-LU092156	90.0	[M-H]1-		Fluometuron	231.0751	232.082347632	-1	negative	CN(C)C(=O)Nc1cccc(C(F)(F)F)c1	InChI=1S/C10H11F3N2O/c1-15(2)9(16)14-8-5-3-4-7(6-8)10(11,12)13/h3-6H,1-2H3,(H,14,16)	RZILCCPWPBTYDO-UHFFFAOYSA-N	MassBank_ML_Export	RZILCCPWPBTYDO	Fluometuron	inchikey_firstblock
782232	MSBNK-LCSB-LU092401	15.0	[M+H]1+		Imazalil	297.0556	296.048318428	1	positive	C=CCOC(Cn1ccnc1)c1ccc(Cl)cc1Cl	InChI=1S/C14H14Cl2N2O/c1-2-7-19-14(9-18-6-5-17-10-18)12-4-3-11(15)8-13(12)16/h2-6,8,10,14H,1,7,9H2	PZBPKYOVPCNPJY-UHFFFAOYSA-N	MassBank_ML_Export	PZBPKYOVPCNPJY	Imazalil	inchikey_firstblock
782233	MSBNK-LCSB-LU092402	30.0	[M+H]1+		Imazalil	297.0556	296.048318428	1	positive	C=CCOC(Cn1ccnc1)c1ccc(Cl)cc1Cl	InChI=1S/C14H14Cl2N2O/c1-2-7-19-14(9-18-6-5-17-10-18)12-4-3-11(15)8-13(12)16/h2-6,8,10,14H,1,7,9H2	PZBPKYOVPCNPJY-UHFFFAOYSA-N	MassBank_ML_Export	PZBPKYOVPCNPJY	Imazalil	inchikey_firstblock
782234	MSBNK-LCSB-LU092403	45.0	[M+H]1+		Imazalil	297.0556	296.048318428	1	positive	C=CCOC(Cn1ccnc1)c1ccc(Cl)cc1Cl	InChI=1S/C14H14Cl2N2O/c1-2-7-19-14(9-18-6-5-17-10-18)12-4-3-11(15)8-13(12)16/h2-6,8,10,14H,1,7,9H2	PZBPKYOVPCNPJY-UHFFFAOYSA-N	MassBank_ML_Export	PZBPKYOVPCNPJY	Imazalil	inchikey_firstblock
782235	MSBNK-LCSB-LU092404	60.0	[M+H]1+		Imazalil	297.0556	296.048318428	1	positive	C=CCOC(Cn1ccnc1)c1ccc(Cl)cc1Cl	InChI=1S/C14H14Cl2N2O/c1-2-7-19-14(9-18-6-5-17-10-18)12-4-3-11(15)8-13(12)16/h2-6,8,10,14H,1,7,9H2	PZBPKYOVPCNPJY-UHFFFAOYSA-N	MassBank_ML_Export	PZBPKYOVPCNPJY	Imazalil	inchikey_firstblock
782236	MSBNK-LCSB-LU092405	75.0	[M+H]1+		Imazalil	297.0556	296.048318428	1	positive	C=CCOC(Cn1ccnc1)c1ccc(Cl)cc1Cl	InChI=1S/C14H14Cl2N2O/c1-2-7-19-14(9-18-6-5-17-10-18)12-4-3-11(15)8-13(12)16/h2-6,8,10,14H,1,7,9H2	PZBPKYOVPCNPJY-UHFFFAOYSA-N	MassBank_ML_Export	PZBPKYOVPCNPJY	Imazalil	inchikey_firstblock
782237	MSBNK-LCSB-LU092406	90.0	[M+H]1+		Imazalil	297.0556	296.048318428	1	positive	C=CCOC(Cn1ccnc1)c1ccc(Cl)cc1Cl	InChI=1S/C14H14Cl2N2O/c1-2-7-19-14(9-18-6-5-17-10-18)12-4-3-11(15)8-13(12)16/h2-6,8,10,14H,1,7,9H2	PZBPKYOVPCNPJY-UHFFFAOYSA-N	MassBank_ML_Export	PZBPKYOVPCNPJY	Imazalil	inchikey_firstblock
782305	MSBNK-LCSB-LU095101	15.0	[M+H]1+		Picoxystrobin	368.1104	367.103142652	1	positive	COC=C(C(=O)OC)c1ccccc1COc1cccc(C(F)(F)F)n1	InChI=1S/C18H16F3NO4/c1-24-11-14(17(23)25-2)13-7-4-3-6-12(13)10-26-16-9-5-8-15(22-16)18(19,20)21/h3-9,11H,10H2,1-2H3	IBSNKSODLGJUMQ-UHFFFAOYSA-N	MassBank_ML_Export	IBSNKSODLGJUMQ	Picoxystrobin	inchikey_firstblock
782306	MSBNK-LCSB-LU095102	30.0	[M+H]1+		Picoxystrobin	368.1104	367.103142652	1	positive	COC=C(C(=O)OC)c1ccccc1COc1cccc(C(F)(F)F)n1	InChI=1S/C18H16F3NO4/c1-24-11-14(17(23)25-2)13-7-4-3-6-12(13)10-26-16-9-5-8-15(22-16)18(19,20)21/h3-9,11H,10H2,1-2H3	IBSNKSODLGJUMQ-UHFFFAOYSA-N	MassBank_ML_Export	IBSNKSODLGJUMQ	Picoxystrobin	inchikey_firstblock
782307	MSBNK-LCSB-LU095103	45.0	[M+H]1+		Picoxystrobin	368.1104	367.103142652	1	positive	COC=C(C(=O)OC)c1ccccc1COc1cccc(C(F)(F)F)n1	InChI=1S/C18H16F3NO4/c1-24-11-14(17(23)25-2)13-7-4-3-6-12(13)10-26-16-9-5-8-15(22-16)18(19,20)21/h3-9,11H,10H2,1-2H3	IBSNKSODLGJUMQ-UHFFFAOYSA-N	MassBank_ML_Export	IBSNKSODLGJUMQ	Picoxystrobin	inchikey_firstblock
782308	MSBNK-LCSB-LU095104	60.0	[M+H]1+		Picoxystrobin	368.1104	367.103142652	1	positive	COC=C(C(=O)OC)c1ccccc1COc1cccc(C(F)(F)F)n1	InChI=1S/C18H16F3NO4/c1-24-11-14(17(23)25-2)13-7-4-3-6-12(13)10-26-16-9-5-8-15(22-16)18(19,20)21/h3-9,11H,10H2,1-2H3	IBSNKSODLGJUMQ-UHFFFAOYSA-N	MassBank_ML_Export	IBSNKSODLGJUMQ	Picoxystrobin	inchikey_firstblock
782309	MSBNK-LCSB-LU095105	75.0	[M+H]1+		Picoxystrobin	368.1104	367.103142652	1	positive	COC=C(C(=O)OC)c1ccccc1COc1cccc(C(F)(F)F)n1	InChI=1S/C18H16F3NO4/c1-24-11-14(17(23)25-2)13-7-4-3-6-12(13)10-26-16-9-5-8-15(22-16)18(19,20)21/h3-9,11H,10H2,1-2H3	IBSNKSODLGJUMQ-UHFFFAOYSA-N	MassBank_ML_Export	IBSNKSODLGJUMQ	Picoxystrobin	inchikey_firstblock
782310	MSBNK-LCSB-LU095106	90.0	[M+H]1+		Picoxystrobin	368.1104	367.103142652	1	positive	COC=C(C(=O)OC)c1ccccc1COc1cccc(C(F)(F)F)n1	InChI=1S/C18H16F3NO4/c1-24-11-14(17(23)25-2)13-7-4-3-6-12(13)10-26-16-9-5-8-15(22-16)18(19,20)21/h3-9,11H,10H2,1-2H3	IBSNKSODLGJUMQ-UHFFFAOYSA-N	MassBank_ML_Export	IBSNKSODLGJUMQ	Picoxystrobin	inchikey_firstblock
782311	MSBNK-LCSB-LU095502	30.0	[M+H]1+		Monolinuron	215.0582	214.050905272	1	positive	CON(C)C(=O)Nc1ccc(Cl)cc1	InChI=1S/C9H11ClN2O2/c1-12(14-2)9(13)11-8-5-3-7(10)4-6-8/h3-6H,1-2H3,(H,11,13)	LKJPSUCKSLORMF-UHFFFAOYSA-N	MassBank_ML_Export	LKJPSUCKSLORMF	Monolinuron	inchikey_firstblock
782312	MSBNK-LCSB-LU095505	75.0	[M+H]1+		Monolinuron	215.0582	214.050905272	1	positive	CON(C)C(=O)Nc1ccc(Cl)cc1	InChI=1S/C9H11ClN2O2/c1-12(14-2)9(13)11-8-5-3-7(10)4-6-8/h3-6H,1-2H3,(H,11,13)	LKJPSUCKSLORMF-UHFFFAOYSA-N	MassBank_ML_Export	LKJPSUCKSLORMF	Monolinuron	inchikey_firstblock
782329	MSBNK-Athens_Univ-AU351806	18.0	[M+H]1+		Isoproturon	207.1492	206.141913196	1	positive	CC(C)c1ccc(NC(=O)N(C)C)cc1	InChI=1S/C12H18N2O/c1-9(2)10-5-7-11(8-6-10)13-12(15)14(3)4/h5-9H,1-4H3,(H,13,15)	PUIYMUZLKQOUOZ-UHFFFAOYSA-N	MassBank_ML_Export	PUIYMUZLKQOUOZ	Isoproturon	inchikey_firstblock
782461	MSBNK-Athens_Univ-AU361901	10.0	[M+H]1+		Prometon	226.1662	225.158960228	1	positive	COc1nc(NC(C)C)nc(NC(C)C)n1	InChI=1S/C10H19N5O/c1-6(2)11-8-13-9(12-7(3)4)15-10(14-8)16-5/h6-7H,1-5H3,(H2,11,12,13,14,15)	ISEUFVQQFVOBCY-UHFFFAOYSA-N	MassBank_ML_Export	ISEUFVQQFVOBCY	Prometon	inchikey_firstblock
782462	MSBNK-Athens_Univ-AU361902	20.0	[M+H]1+		Prometon	226.1662	225.158960228	1	positive	COc1nc(NC(C)C)nc(NC(C)C)n1	InChI=1S/C10H19N5O/c1-6(2)11-8-13-9(12-7(3)4)15-10(14-8)16-5/h6-7H,1-5H3,(H2,11,12,13,14,15)	ISEUFVQQFVOBCY-UHFFFAOYSA-N	MassBank_ML_Export	ISEUFVQQFVOBCY	Prometon	inchikey_firstblock
782573	MSBNK-Athens_Univ-AU361903	30.0	[M+H]1+		Prometon	226.1662	225.158960228	1	positive	COc1nc(NC(C)C)nc(NC(C)C)n1	InChI=1S/C10H19N5O/c1-6(2)11-8-13-9(12-7(3)4)15-10(14-8)16-5/h6-7H,1-5H3,(H2,11,12,13,14,15)	ISEUFVQQFVOBCY-UHFFFAOYSA-N	MassBank_ML_Export	ISEUFVQQFVOBCY	Prometon	inchikey_firstblock
782574	MSBNK-Athens_Univ-AU361904	40.0	[M+H]1+		Prometon	226.1662	225.158960228	1	positive	COc1nc(NC(C)C)nc(NC(C)C)n1	InChI=1S/C10H19N5O/c1-6(2)11-8-13-9(12-7(3)4)15-10(14-8)16-5/h6-7H,1-5H3,(H2,11,12,13,14,15)	ISEUFVQQFVOBCY-UHFFFAOYSA-N	MassBank_ML_Export	ISEUFVQQFVOBCY	Prometon	inchikey_firstblock
782575	MSBNK-Athens_Univ-AU361905	50.0	[M+H]1+		Prometon	226.1662	225.158960228	1	positive	COc1nc(NC(C)C)nc(NC(C)C)n1	InChI=1S/C10H19N5O/c1-6(2)11-8-13-9(12-7(3)4)15-10(14-8)16-5/h6-7H,1-5H3,(H2,11,12,13,14,15)	ISEUFVQQFVOBCY-UHFFFAOYSA-N	MassBank_ML_Export	ISEUFVQQFVOBCY	Prometon	inchikey_firstblock
782692	MSBNK-Athens_Univ-AU371401	10.0	[M+H]1+		Trifloxystrobin	409.137	408.129691748	1	positive	CON=C(C(=O)OC)c1ccccc1CON=C(C)c1cccc(C(F)(F)F)c1	InChI=1S/C20H19F3N2O4/c1-13(14-8-6-9-16(11-14)20(21,22)23)24-29-12-15-7-4-5-10-17(15)18(25-28-3)19(26)27-2/h4-11H,12H2,1-3H3	ONCZDRURRATYFI-UHFFFAOYSA-N	MassBank_ML_Export	ONCZDRURRATYFI	Trifloxystrobin	inchikey_firstblock
782693	MSBNK-Athens_Univ-AU371402	20.0	[M+H]1+		Trifloxystrobin	409.137	408.129691748	1	positive	CON=C(C(=O)OC)c1ccccc1CON=C(C)c1cccc(C(F)(F)F)c1	InChI=1S/C20H19F3N2O4/c1-13(14-8-6-9-16(11-14)20(21,22)23)24-29-12-15-7-4-5-10-17(15)18(25-28-3)19(26)27-2/h4-11H,12H2,1-3H3	ONCZDRURRATYFI-UHFFFAOYSA-N	MassBank_ML_Export	ONCZDRURRATYFI	Trifloxystrobin	inchikey_firstblock
